example_id                                                          | status | run_time        |
./spec/adapters/providers/cnb/cnb_json_adapter_spec.rb[1:1:1]       | passed | 0.0003 seconds  |
./spec/adapters/providers/cnb/cnb_json_adapter_spec.rb[1:1:2]       | passed | 0.00026 seconds |
./spec/adapters/providers/cnb/cnb_json_adapter_spec.rb[1:1:3]       | passed | 0.0003 seconds  |
./spec/adapters/providers/cnb/cnb_json_adapter_spec.rb[1:1:4]       | passed | 0.00025 seconds |
./spec/adapters/providers/cnb/cnb_text_adapter_spec.rb[1:1:1]       | passed | 0.00074 seconds |
./spec/adapters/providers/cnb/cnb_text_adapter_spec.rb[1:1:2]       | passed | 0.00046 seconds |
./spec/adapters/providers/cnb/cnb_text_adapter_spec.rb[1:1:3]       | passed | 0.00045 seconds |
./spec/adapters/providers/cnb/cnb_text_adapter_spec.rb[1:1:4]       | passed | 0.00038 seconds |
./spec/adapters/providers/cnb/cnb_text_adapter_spec.rb[1:1:5]       | passed | 0.00026 seconds |
./spec/adapters/providers/cnb/cnb_xml_adapter_spec.rb[1:1:1]        | passed | 0.00033 seconds |
./spec/adapters/providers/cnb/cnb_xml_adapter_spec.rb[1:1:2]        | passed | 0.00043 seconds |
./spec/adapters/providers/cnb/cnb_xml_adapter_spec.rb[1:1:3]        | passed | 0.00072 seconds |
./spec/adapters/providers/cnb/cnb_xml_adapter_spec.rb[1:1:4]        | passed | 0.0005 seconds  |
./spec/adapters/providers/cnb/cnb_xml_adapter_spec.rb[1:2:1]        | passed | 0.00038 seconds |
./spec/adapters/providers/cnb/cnb_xml_adapter_spec.rb[1:2:2]        | passed | 0.00025 seconds |
./spec/adapters/providers/cnb/cnb_xml_adapter_spec.rb[1:2:3]        | passed | 0.00024 seconds |
./spec/adapters/providers/cnb/cnb_xml_adapter_spec.rb[1:3:1]        | passed | 0.00022 seconds |
./spec/adapters/providers/cnb/cnb_xml_adapter_spec.rb[1:3:2]        | passed | 0.00022 seconds |
./spec/adapters/providers/cnb/cnb_xml_adapter_spec.rb[1:3:3]        | passed | 0.00033 seconds |
./spec/adapters/registry/adapter_registry_spec.rb[1:1:1]            | passed | 0.00021 seconds |
./spec/adapters/registry/adapter_registry_spec.rb[1:1:2]            | passed | 0.00027 seconds |
./spec/adapters/registry/adapter_registry_spec.rb[1:2:1]            | passed | 0.0003 seconds  |
./spec/adapters/registry/adapter_registry_spec.rb[1:2:2]            | passed | 0.00021 seconds |
./spec/adapters/registry/adapter_registry_spec.rb[1:3:1]            | passed | 0.00021 seconds |
./spec/adapters/registry/adapter_registry_spec.rb[1:3:2]            | passed | 0.00029 seconds |
./spec/adapters/registry/adapter_registry_spec.rb[1:4:1]            | passed | 0.00029 seconds |
./spec/adapters/registry/adapter_registry_spec.rb[1:4:2]            | passed | 0.00023 seconds |
./spec/adapters/registry/adapter_registry_spec.rb[1:5:1]            | passed | 0.00023 seconds |
./spec/adapters/registry/adapter_registry_spec.rb[1:5:2]            | passed | 0.00024 seconds |
./spec/adapters/registry/adapter_registry_spec.rb[1:6:1]            | passed | 0.00023 seconds |
./spec/adapters/registry/adapter_registry_spec.rb[1:6:2]            | passed | 0.00023 seconds |
./spec/adapters/registry/adapter_registry_spec.rb[1:6:3]            | passed | 0.00024 seconds |
./spec/adapters/registry/adapter_registry_spec.rb[1:7:1]            | passed | 0.00025 seconds |
./spec/adapters/registry/adapter_registry_spec.rb[1:7:2]            | passed | 0.00034 seconds |
./spec/adapters/registry/adapter_registry_spec.rb[1:8:1]            | passed | 0.00023 seconds |
./spec/adapters/registry/adapter_registry_spec.rb[1:8:2]            | passed | 0.00022 seconds |
./spec/adapters/services/adapter_creator_spec.rb[1:1:1]             | passed | 0.00023 seconds |
./spec/adapters/services/adapter_creator_spec.rb[1:1:2]             | passed | 0.00024 seconds |
./spec/adapters/services/adapter_creator_spec.rb[1:1:3]             | passed | 0.0003 seconds  |
./spec/adapters/services/adapter_creator_spec.rb[1:1:4]             | passed | 0.00027 seconds |
./spec/adapters/services/adapter_creator_spec.rb[1:1:5]             | passed | 0.00026 seconds |
./spec/adapters/services/adapter_creator_spec.rb[1:2:1]             | passed | 0.00028 seconds |
./spec/adapters/services/adapter_creator_spec.rb[1:2:2]             | passed | 0.00073 seconds |
./spec/adapters/services/adapter_creator_spec.rb[1:2:3]             | passed | 0.00024 seconds |
./spec/adapters/services/adapter_creator_spec.rb[1:2:4]             | passed | 0.00041 seconds |
./spec/adapters/services/adapter_creator_spec.rb[1:2:5]             | passed | 0.00024 seconds |
./spec/adapters/services/adapter_creator_spec.rb[1:3:1]             | passed | 0.00366 seconds |
./spec/adapters/services/adapter_creator_spec.rb[1:3:2]             | passed | 0.00027 seconds |
./spec/adapters/services/adapter_creator_spec.rb[1:3:3]             | passed | 0.00036 seconds |
./spec/adapters/services/adapter_creator_spec.rb[1:3:4]             | passed | 0.00071 seconds |
./spec/adapters/services/adapter_creator_spec.rb[1:3:5]             | passed | 0.00026 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:1:1]      | passed | 0.00024 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:1:2]      | passed | 0.00022 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:1:3]      | passed | 0.00021 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:1:4]      | passed | 0.00021 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:2:1]      | passed | 0.00035 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:2:2]      | passed | 0.00032 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:2:3]      | passed | 0.00022 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:2:4]      | passed | 0.00046 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:3:1]      | passed | 0.00025 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:3:2]      | passed | 0.00027 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:3:3]      | passed | 0.00023 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:3:4]      | passed | 0.00029 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:4:1]      | passed | 0.00024 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:4:2]      | passed | 0.00024 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:4:3]      | passed | 0.00022 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:5:1]      | passed | 0.00027 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:5:2]      | passed | 0.00036 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:5:3]      | passed | 0.0007 seconds  |
./spec/adapters/utilities/content_type_detector_spec.rb[1:5:4]      | passed | 0.00024 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:6:1]      | passed | 0.00029 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:6:2]      | passed | 0.00024 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:6:3]      | passed | 0.00023 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:7:1]      | passed | 0.00021 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:7:2]      | passed | 0.00024 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:7:3]      | passed | 0.00021 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:7:4]      | passed | 0.00022 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:8:1]      | passed | 0.00024 seconds |
./spec/adapters/utilities/content_type_detector_spec.rb[1:8:2]      | passed | 0.00022 seconds |
./spec/controllers/exchange_rates_controller_spec.rb[1:1:1]         | passed | 0.00101 seconds |
./spec/controllers/exchange_rates_controller_spec.rb[1:1:2]         | passed | 0.00128 seconds |
./spec/controllers/exchange_rates_controller_spec.rb[1:1:3]         | passed | 0.00098 seconds |
./spec/controllers/exchange_rates_controller_spec.rb[1:1:4]         | passed | 0.00123 seconds |
./spec/controllers/exchange_rates_controller_spec.rb[1:1:5]         | passed | 0.00186 seconds |
./spec/controllers/exchange_rates_controller_spec.rb[1:1:6]         | passed | 0.00123 seconds |
./spec/controllers/exchange_rates_controller_spec.rb[1:1:7]         | passed | 0.00204 seconds |
./spec/domain/currency_spec.rb[1:1]                                 | passed | 0.00026 seconds |
./spec/domain/currency_spec.rb[1:2]                                 | passed | 0.00035 seconds |
./spec/domain/currency_spec.rb[1:3]                                 | passed | 0.0003 seconds  |
./spec/domain/currency_spec.rb[1:4]                                 | passed | 0.00076 seconds |
./spec/domain/exchange_rate_spec.rb[1:1]                            | passed | 0.0003 seconds  |
./spec/domain/exchange_rate_spec.rb[1:2]                            | passed | 0.00071 seconds |
./spec/domain/exchange_rate_spec.rb[1:3]                            | passed | 0.00038 seconds |
./spec/domain/exchange_rate_spec.rb[1:4]                            | passed | 0.0003 seconds  |
./spec/domain/exchange_rate_spec.rb[1:5]                            | passed | 0.00032 seconds |
./spec/dtos/exchange_rate_dto_spec.rb[1:1:1]                        | passed | 0.00026 seconds |
./spec/dtos/exchange_rate_dto_spec.rb[1:1:2]                        | passed | 0.00024 seconds |
./spec/dtos/exchange_rate_dto_spec.rb[1:2:1]                        | passed | 0.00025 seconds |
./spec/dtos/exchange_rate_dto_spec.rb[1:2:2]                        | passed | 0.00021 seconds |
./spec/dtos/exchange_rate_dto_spec.rb[1:2:3]                        | passed | 0.00026 seconds |
./spec/integration/exchange_rates_api_spec.rb[1:1:1]                | passed | 0.00273 seconds |
./spec/integration/exchange_rates_api_spec.rb[1:1:2]                | passed | 0.00294 seconds |
./spec/integration/exchange_rates_api_spec.rb[1:1:3]                | passed | 0.00231 seconds |
./spec/integration/exchange_rates_api_spec.rb[1:1:4]                | passed | 0.00219 seconds |
./spec/integration/exchange_rates_api_spec.rb[1:1:5]                | passed | 0.00204 seconds |
./spec/integration/exchange_rates_api_spec.rb[1:1:6]                | passed | 0.00648 seconds |
./spec/integration/exchange_rates_api_spec.rb[1:1:7]                | passed | 0.00241 seconds |
./spec/integration/exchange_rates_api_spec.rb[1:2:1]                | passed | 0.01192 seconds |
./spec/integration/provider_switching_spec.rb[1:1]                  | passed | 0.00084 seconds |
./spec/integration/provider_switching_spec.rb[1:2]                  | passed | 0.00163 seconds |
./spec/integration/provider_switching_spec.rb[1:3]                  | passed | 0.00121 seconds |
./spec/providers/base/base_provider_spec.rb[1:1:1]                  | passed | 0.00091 seconds |
./spec/providers/base/base_provider_spec.rb[1:2:1]                  | passed | 0.00028 seconds |
./spec/providers/base/base_provider_spec.rb[1:3:1:1]                | passed | 0.00025 seconds |
./spec/providers/base/base_provider_spec.rb[1:3:2:1]                | passed | 0.00032 seconds |
./spec/providers/base/base_provider_spec.rb[1:3:3:1]                | passed | 0.00087 seconds |
./spec/providers/base/base_provider_spec.rb[1:3:4:1:1]              | passed | 0.00036 seconds |
./spec/providers/base/base_provider_spec.rb[1:3:4:2:1]              | passed | 0.00028 seconds |
./spec/providers/base/base_provider_spec.rb[1:3:4:3:1]              | passed | 0.00026 seconds |
./spec/providers/base/base_provider_spec.rb[1:3:5:1]                | passed | 0.00028 seconds |
./spec/providers/base/base_provider_spec.rb[1:4:1]                  | passed | 0.00028 seconds |
./spec/providers/base/base_provider_spec.rb[1:4:2:1]                | passed | 0.00026 seconds |
./spec/providers/base/base_provider_spec.rb[1:4:3:1]                | passed | 0.00072 seconds |
./spec/providers/base/base_provider_spec.rb[1:5:1:1]                | passed | 0.00041 seconds |
./spec/providers/base/base_provider_spec.rb[1:5:1:2]                | passed | 0.00033 seconds |
./spec/providers/base/base_provider_spec.rb[1:5:1:3]                | passed | 0.00027 seconds |
./spec/providers/base/base_provider_spec.rb[1:5:1:4]                | passed | 0.00024 seconds |
./spec/providers/base/base_provider_spec.rb[1:5:2:1]                | passed | 0.00024 seconds |
./spec/providers/base/base_provider_spec.rb[1:5:2:2]                | passed | 0.0004 seconds  |
./spec/providers/base/base_provider_spec.rb[1:5:3:1]                | passed | 0.00026 seconds |
./spec/providers/base/base_provider_spec.rb[1:6:1]                  | passed | 0.00032 seconds |
./spec/providers/base/base_provider_spec.rb[1:6:2]                  | passed | 0.00023 seconds |
./spec/providers/base/base_provider_spec.rb[1:6:3]                  | passed | 0.00023 seconds |
./spec/providers/base/base_provider_spec.rb[1:6:4]                  | passed | 0.00029 seconds |
./spec/providers/base_provider_spec.rb[1:1:1]                       | passed | 0.00024 seconds |
./spec/providers/base_provider_spec.rb[1:2:1]                       | passed | 0.00023 seconds |
./spec/providers/base_provider_spec.rb[1:3:1:1]                     | passed | 0.00036 seconds |
./spec/providers/base_provider_spec.rb[1:3:2:1]                     | passed | 0.00025 seconds |
./spec/providers/base_provider_spec.rb[1:3:3:1]                     | passed | 0.00033 seconds |
./spec/providers/base_provider_spec.rb[1:3:4:1:1]                   | passed | 0.00024 seconds |
./spec/providers/base_provider_spec.rb[1:3:4:2:1]                   | passed | 0.00025 seconds |
./spec/providers/base_provider_spec.rb[1:3:4:3:1]                   | passed | 0.00024 seconds |
./spec/providers/base_provider_spec.rb[1:3:5:1]                     | passed | 0.00042 seconds |
./spec/providers/base_provider_spec.rb[1:4:1]                       | passed | 0.00035 seconds |
./spec/providers/base_provider_spec.rb[1:4:2:1]                     | passed | 0.00042 seconds |
./spec/providers/base_provider_spec.rb[1:4:3:1]                     | passed | 0.00028 seconds |
./spec/providers/base_provider_spec.rb[1:5:1:1]                     | passed | 0.00033 seconds |
./spec/providers/base_provider_spec.rb[1:5:1:2]                     | passed | 0.00025 seconds |
./spec/providers/base_provider_spec.rb[1:5:1:3]                     | passed | 0.0003 seconds  |
./spec/providers/base_provider_spec.rb[1:5:1:4]                     | passed | 0.00025 seconds |
./spec/providers/base_provider_spec.rb[1:5:2:1]                     | passed | 0.00032 seconds |
./spec/providers/base_provider_spec.rb[1:5:2:2]                     | passed | 0.00034 seconds |
./spec/providers/base_provider_spec.rb[1:5:3:1]                     | passed | 0.00026 seconds |
./spec/providers/base_provider_spec.rb[1:6:1]                       | passed | 0.00042 seconds |
./spec/providers/base_provider_spec.rb[1:6:2]                       | passed | 0.00028 seconds |
./spec/providers/base_provider_spec.rb[1:6:3]                       | passed | 0.00038 seconds |
./spec/providers/base_provider_spec.rb[1:6:4]                       | passed | 0.00024 seconds |
./spec/providers/ecb_provider_spec.rb[1:1:1]                        | passed | 0.00048 seconds |
./spec/providers/ecb_provider_spec.rb[1:1:2]                        | passed | 0.00138 seconds |
./spec/providers/ecb_provider_spec.rb[1:2:1]                        | passed | 0.00159 seconds |
./spec/providers/ecb_provider_spec.rb[1:3:1]                        | passed | 0.00067 seconds |
./spec/providers/ecb_provider_spec.rb[1:3:2]                        | passed | 0.00075 seconds |
./spec/providers/ecb_provider_spec.rb[1:3:3]                        | passed | 0.00072 seconds |
./spec/providers/ecb_provider_spec.rb[1:4:1]                        | passed | 0.0007 seconds  |
./spec/providers/ecb_provider_spec.rb[1:4:2]                        | passed | 0.01316 seconds |
./spec/providers/ecb_provider_spec.rb[1:4:3]                        | passed | 0.00102 seconds |
./spec/providers/implementations/cnb_provider_spec.rb[1:1]          | passed | 0.00071 seconds |
./spec/providers/implementations/cnb_provider_spec.rb[1:2]          | passed | 0.00049 seconds |
./spec/providers/implementations/cnb_provider_spec.rb[1:3]          | passed | 0.0015 seconds  |
./spec/providers/implementations/cnb_provider_spec.rb[1:4]          | passed | 0.00131 seconds |
./spec/providers/implementations/cnb_provider_spec.rb[1:5]          | passed | 0.01068 seconds |
./spec/providers/implementations/cnb_provider_spec.rb[1:6]          | passed | 0.00078 seconds |
./spec/providers/implementations/cnb_provider_spec.rb[1:7]          | passed | 0.00082 seconds |
./spec/providers/implementations/cnb_provider_spec.rb[1:8]          | passed | 0.001 seconds   |
./spec/providers/implementations/cnb_provider_spec.rb[1:9]          | passed | 0.00068 seconds |
./spec/providers/implementations/cnb_provider_spec.rb[1:10:1]       | passed | 0.00092 seconds |
./spec/providers/implementations/cnb_provider_spec.rb[1:10:2]       | passed | 0.00175 seconds |
./spec/providers/implementations/cnb_provider_spec.rb[1:10:3]       | passed | 0.00061 seconds |
./spec/providers/implementations/cnb_provider_spec.rb[1:11:1]       | passed | 0.00061 seconds |
./spec/providers/implementations/cnb_provider_spec.rb[1:11:2]       | passed | 0.00072 seconds |
./spec/providers/implementations/cnb_provider_spec.rb[1:11:3]       | passed | 0.00059 seconds |
./spec/providers/implementations/cnb_provider_spec.rb[1:12:1]       | passed | 0.00051 seconds |
./spec/providers/implementations/cnb_provider_spec.rb[1:12:2]       | passed | 0.00054 seconds |
./spec/providers/implementations/cnb_provider_spec.rb[1:12:3]       | passed | 0.00058 seconds |
./spec/providers/implementations/cnb_provider_spec.rb[1:12:4]       | passed | 0.0007 seconds  |
./spec/providers/implementations/cnb_provider_spec.rb[1:13:1]       | passed | 0.00108 seconds |
./spec/providers/implementations/cnb_provider_spec.rb[1:13:2]       | passed | 0.00144 seconds |
./spec/providers/implementations/cnb_provider_spec.rb[1:14:1]       | passed | 0.0007 seconds  |
./spec/providers/implementations/ecb_provider_spec.rb[1:1:1]        | passed | 0.00054 seconds |
./spec/providers/implementations/ecb_provider_spec.rb[1:1:2]        | passed | 0.0005 seconds  |
./spec/providers/implementations/ecb_provider_spec.rb[1:2:1]        | passed | 0.00101 seconds |
./spec/providers/implementations/ecb_provider_spec.rb[1:3:1]        | passed | 0.00072 seconds |
./spec/providers/implementations/ecb_provider_spec.rb[1:3:2]        | passed | 0.00063 seconds |
./spec/providers/implementations/ecb_provider_spec.rb[1:3:3]        | passed | 0.00067 seconds |
./spec/providers/implementations/ecb_provider_spec.rb[1:4:1]        | passed | 0.00117 seconds |
./spec/providers/implementations/ecb_provider_spec.rb[1:4:2]        | passed | 0.00092 seconds |
./spec/providers/implementations/ecb_provider_spec.rb[1:4:3]        | passed | 0.00741 seconds |
./spec/repositories/exchange_rate_repository_spec.rb[1:1]           | passed | 0.00033 seconds |
./spec/repositories/exchange_rate_repository_spec.rb[1:2]           | passed | 0.00024 seconds |
./spec/repositories/in_memory_exchange_rate_repository_spec.rb[1:1] | passed | 0.00028 seconds |
./spec/repositories/in_memory_exchange_rate_repository_spec.rb[1:2] | passed | 0.00497 seconds |
./spec/repositories/in_memory_exchange_rate_repository_spec.rb[1:3] | passed | 0.00033 seconds |
./spec/repositories/in_memory_exchange_rate_repository_spec.rb[1:4] | passed | 0.0003 seconds  |
./spec/repositories/redis_exchange_rate_repository_spec.rb[1:1:1]   | passed | 0.00047 seconds |
./spec/repositories/redis_exchange_rate_repository_spec.rb[1:1:2]   | passed | 0.00037 seconds |
./spec/repositories/redis_exchange_rate_repository_spec.rb[1:1:3]   | passed | 0.00036 seconds |
./spec/repositories/redis_exchange_rate_repository_spec.rb[1:1:4]   | passed | 0.00066 seconds |
./spec/repositories/redis_exchange_rate_repository_spec.rb[1:2:1]   | passed | 0.00046 seconds |
./spec/repositories/redis_exchange_rate_repository_spec.rb[1:2:2]   | passed | 0.00042 seconds |
./spec/repositories/redis_exchange_rate_repository_spec.rb[1:3:1]   | passed | 0.00034 seconds |
./spec/repositories/redis_exchange_rate_repository_spec.rb[1:3:2]   | passed | 0.00052 seconds |
./spec/repositories/redis_exchange_rate_repository_spec.rb[1:4:1]   | passed | 0.00045 seconds |
./spec/repositories/redis_exchange_rate_repository_spec.rb[1:4:2]   | passed | 0.00106 seconds |
./spec/repositories/redis_exchange_rate_repository_spec.rb[1:5:1]   | passed | 0.00043 seconds |
./spec/repositories/redis_exchange_rate_repository_spec.rb[1:6:1]   | passed | 0.00072 seconds |
./spec/repositories/redis_exchange_rate_repository_spec.rb[1:6:2]   | passed | 0.00044 seconds |
./spec/services/default_cache_strategy_spec.rb[1:1:1:1]             | passed | 0.00041 seconds |
./spec/services/default_cache_strategy_spec.rb[1:1:1:2]             | passed | 0.00037 seconds |
./spec/services/default_cache_strategy_spec.rb[1:1:2:1]             | passed | 0.00032 seconds |
./spec/services/default_cache_strategy_spec.rb[1:1:3:1]             | passed | 0.00031 seconds |
./spec/services/default_cache_strategy_spec.rb[1:2:1:1]             | passed | 0.00036 seconds |
./spec/services/default_cache_strategy_spec.rb[1:2:2:1]             | passed | 0.00086 seconds |
./spec/services/default_cache_strategy_spec.rb[1:2:3:1]             | passed | 0.00041 seconds |
./spec/services/default_cache_strategy_spec.rb[1:3:1:1]             | passed | 0.0004 seconds  |
./spec/services/default_cache_strategy_spec.rb[1:3:2:1]             | passed | 0.00038 seconds |
./spec/services/default_cache_strategy_spec.rb[1:3:3:1]             | passed | 0.00032 seconds |
./spec/services/default_cache_strategy_spec.rb[1:3:4:1]             | passed | 0.00034 seconds |
./spec/services/default_cache_strategy_spec.rb[1:4:1:1]             | passed | 0.00041 seconds |
./spec/services/default_cache_strategy_spec.rb[1:4:2:1]             | passed | 0.00035 seconds |
./spec/services/default_cache_strategy_spec.rb[1:4:3:1]             | passed | 0.00047 seconds |
./spec/services/default_cache_strategy_spec.rb[1:4:4:1]             | passed | 0.00037 seconds |
./spec/services/default_cache_strategy_spec.rb[1:5:1:1:1]           | passed | 0.00047 seconds |
./spec/services/default_cache_strategy_spec.rb[1:5:1:2:1]           | passed | 0.00046 seconds |
./spec/services/default_cache_strategy_spec.rb[1:5:2:1]             | passed | 0.00047 seconds |
./spec/services/exchange_rate_service_spec.rb[1:1:1:1]              | passed | 0.00082 seconds |
./spec/services/exchange_rate_service_spec.rb[1:1:2:1]              | passed | 0.0053 seconds  |
./spec/services/exchange_rate_service_spec.rb[1:1:3:1]              | passed | 0.0013 seconds  |
./spec/services/exchange_rate_service_spec.rb[1:1:3:2]              | passed | 0.00139 seconds |
./spec/services/exchange_rate_service_spec.rb[1:2:1]                | passed | 0.00065 seconds |
./spec/services/exchange_rate_service_spec.rb[1:2:2]                | passed | 0.00075 seconds |
./spec/services/exchange_rate_service_spec.rb[1:3:1]                | passed | 0.00076 seconds |
./spec/services/utils/date_time_helper_spec.rb[1:1:1]               | passed | 0.00025 seconds |
./spec/services/utils/date_time_helper_spec.rb[1:1:2]               | passed | 0.00027 seconds |
./spec/services/utils/date_time_helper_spec.rb[1:1:3]               | passed | 0.00025 seconds |
./spec/services/utils/date_time_helper_spec.rb[1:1:4]               | passed | 0.00024 seconds |
./spec/services/utils/date_time_helper_spec.rb[1:2:1]               | passed | 0.00025 seconds |
./spec/services/utils/date_time_helper_spec.rb[1:2:2]               | passed | 0.0004 seconds  |
./spec/services/utils/date_time_helper_spec.rb[1:2:3]               | passed | 0.00035 seconds |
./spec/services/utils/date_time_helper_spec.rb[1:2:4]               | passed | 0.00031 seconds |
./spec/services/utils/date_time_helper_spec.rb[1:3:1]               | passed | 0.00024 seconds |
./spec/services/utils/date_time_helper_spec.rb[1:3:2]               | passed | 0.00029 seconds |
./spec/services/utils/date_time_helper_spec.rb[1:3:3]               | passed | 0.00026 seconds |
./spec/services/utils/format_helper_spec.rb[1:1:1]                  | passed | 0.00025 seconds |
./spec/services/utils/format_helper_spec.rb[1:1:2]                  | passed | 0.00036 seconds |
./spec/services/utils/format_helper_spec.rb[1:1:3]                  | passed | 0.00027 seconds |
./spec/services/utils/format_helper_spec.rb[1:1:4]                  | passed | 0.00039 seconds |
./spec/services/utils/format_helper_spec.rb[1:2:1]                  | passed | 0.00022 seconds |
./spec/services/utils/format_helper_spec.rb[1:2:2]                  | passed | 0.00026 seconds |
./spec/services/utils/format_helper_spec.rb[1:2:3]                  | passed | 0.00024 seconds |
